model,seed,corruption,severity,accuracy,NLL,ECE,Brier,predictive_entropy,initial_predictive_entropy,prediction_change_rate,mean_gate,mean_relative_effective_update
C,1,snow,3,0.8393,0.6588165888786316,0.09533885006308555,0.2572025683879852,0.20216637541626697,0.2010222250422463,0.013700000000000045,,0.07438078958112503
A,3,frost,5,0.6659,1.5044644668579101,0.22027479694485663,0.5424512756347656,0.34046547811065686,0.34046547811065686,,,
C,2,shot_noise,2,0.7309,1.2287886610984802,0.18717886662334204,0.44410399479866025,0.24246115504819318,0.24564338957986911,0.012700000000000045,,0.07182487800553466
C,3,shot_noise,5,0.3727,3.3746024002075194,0.4684550954893231,1.0470304821014405,0.4524126126890769,0.45835078625397874,0.02629999999999999,,0.07550249291694756
A,4,frost,5,0.6303,1.6483804691314696,0.2398182378038764,0.5879116739273071,0.38691629114230747,0.38691629114230747,,,
D1,3,saturate,4,0.9259,0.2802321496486664,0.046215182322263716,0.11851135926246643,0.09056948556065618,0.10913697919197148,0.007099999999999995,0.04378972733368864,0.0293329283226673
C,2,glass_blur,4,0.4871,2.3852570796966552,0.350695871065557,0.8229420724868775,0.4829146066563553,0.4763883165275329,0.023299999999999987,,0.07729399102754304
D1,3,shot_noise,4,0.4646,2.841400944137573,0.41565631622672083,0.9174662652015686,0.3471700861616613,0.42025533484517946,0.037699999999999956,0.1686434853243838,0.10819416899595029
C,2,pixelate,2,0.8751,0.5007125089168548,0.07076500306129456,0.197034042263031,0.16773399234466196,0.16813071080091177,0.009299999999999975,,0.07107492412177423
D1,2,defocus_blur,1,0.9483,0.2036691870212555,0.03200268599390983,0.08476929998397827,0.06377124039985937,0.07598520974627464,0.005600000000000049,0.03076798415973851,0.019794730598604603
C,2,frost,5,0.6234,1.824528695678711,0.2624656310468912,0.6176868133544922,0.3366279115076497,0.34029087444834877,0.017199999999999993,,0.0740258782197565
A,2,defocus_blur,3,0.9022,0.3774093316078186,0.05639659787863493,0.1550252221107483,0.1286532351531787,0.1286532351531787,,,
A,2,motion_blur,2,0.8515,0.6014855377197266,0.08990375883430242,0.23998876886367798,0.1829122157512873,0.1829122157512873,,,
D1,4,contrast,5,0.3394,3.2217412532806398,0.488480257897079,1.0955161135673523,0.5141826220074901,0.6280502191882813,0.05500000000000005,0.2506712336419189,0.13232234887591063
A,1,glass_blur,2,0.5855,1.7950297063827514,0.2684290806144476,0.6571260081291199,0.43374808932689485,0.43374808932689485,,,
D1,4,saturate,3,0.9466,0.21387288244366645,0.032154766181111336,0.08708217396140099,0.06747382804988301,0.07729915144843981,0.0043999999999999595,0.03175416435663598,0.017347479226587584
D1,1,brightness,2,0.9473,0.2069123429298401,0.032043715572357176,0.08572533061504364,0.06722020757257996,0.08288471855336829,0.0030999999999999917,0.03316000409821002,0.020611021223949342
C,5,pixelate,5,0.495,2.5013645975112917,0.3667819975659251,0.8310326336860657,0.4076043641391443,0.40391580816486383,0.029000000000000026,,0.07583067128925963
A,5,gaussian_blur,5,0.3738,2.993315160369873,0.43946139659285544,1.0144334529876708,0.5428445000485866,0.5428445000485866,,,
A,3,gaussian_noise,4,0.3061,3.8541213485717774,0.5669475468724966,1.211386668777466,0.38602833386396523,0.38602833386396523,,,
A,4,jpeg_compression,2,0.8134,0.7300453368186951,0.10894706856608391,0.2941916422843933,0.23157413948641042,0.23157413948641042,,,
C,2,contrast,1,0.945,0.21318081222772597,0.032586427523195745,0.08831467090845108,0.0715824527016317,0.07218643325765442,0.0036000000000000476,,0.06847109736525973
A,5,zoom_blur,5,0.6244,1.6665113313674926,0.24664875226318836,0.6093785730361938,0.37881853419099937,0.37881853419099937,,,
C,1,contrast,4,0.7933,0.8200863943099975,0.12767402168363332,0.3309406398296356,0.24440277157758247,0.2419261511825898,0.01639999999999997,,0.07715785938290481
C,5,pixelate,3,0.851,0.6243462026596069,0.0887695882588625,0.24083949728012086,0.1868665762802062,0.18756154374550096,0.012900000000000023,,0.07240684532518384
D1,5,frost,4,0.7585,1.0397055464744567,0.15508132647424935,0.38881201338768007,0.2580882538608246,0.28702904105689087,0.020100000000000007,0.11811313521940416,0.07314426409739785
C,2,snow,2,0.811,0.7830827493667603,0.11431388244628907,0.30257136306762694,0.2277557064589928,0.22845524104278303,0.011900000000000022,,0.07236133214693967
C,3,jpeg_compression,5,0.7299,1.1392303970336914,0.17344658822864295,0.4361841171264648,0.2942358180856856,0.2927608554065984,0.018199999999999994,,0.07569655736465412
A,1,brightness,4,0.9348,0.2559365970134735,0.036662655743956565,0.10629181404113769,0.09177684779017582,0.09177684779017582,,,
A,5,spatter,2,0.8643,0.5479140162944793,0.07914865044802427,0.21931803908348083,0.1759387051039608,0.1759387051039608,,,
C,2,gaussian_noise,5,0.1951,5.342422409820557,0.6959267960071563,1.4518148542404175,0.3191201600290369,0.3305476924498333,0.014399999999999968,,0.07229208868538178
C,3,elastic_transform,5,0.7611,0.9527618757247924,0.1417172678142786,0.3802238284111023,0.29197253592284395,0.29251684074275547,0.021399999999999975,,0.07603601916213852
C,2,elastic_transform,2,0.9096,0.3613305081129074,0.05113972178399563,0.1469053750872612,0.12161737953851698,0.12305987900014442,0.007399999999999962,,0.07041862428866764
D1,1,brightness,3,0.9429,0.2256021966934204,0.03473957658112049,0.09319981689453125,0.07316404173524933,0.0910406505364619,0.0049000000000000155,0.03629043965098366,0.022499439478027638
D1,5,spatter,2,0.8677,0.5168654610157013,0.077297556245327,0.21094690263271332,0.1677322274534352,0.1877580679180246,0.01200000000000001,0.07695184734314924,0.03939246147618216
A,1,motion_blur,4,0.7649,0.9442441109895706,0.1460659265950322,0.37323483082056047,0.2681775285004347,0.2681775285004347,,,
A,1,jpeg_compression,2,0.8129,0.7380581157684326,0.10994610685408115,0.29587718629837034,0.23368852115242625,0.23368852115242625,,,
C,1,motion_blur,5,0.682,1.289680136680603,0.20016977007091044,0.5062311985015869,0.3603970992122078,0.3564226455274271,0.0252,,0.08054650269494802
D1,2,shot_noise,2,0.7772,0.9778315713405609,0.15265007990300655,0.36773076723814013,0.20981880142326118,0.2593896016608516,0.02180000000000004,0.10361846894034339,0.06406079160310446
A,4,shot_noise,2,0.7585,1.006037442135811,0.1539931261524558,0.38691674344539645,0.2601942634491861,0.2601942634491861,,,
D1,5,elastic_transform,4,0.8018,0.8117012707710266,0.12097176910340786,0.32136703815460205,0.23164005701238347,0.25171584243858525,0.018399999999999972,0.1048989563987663,0.06921988500128033
D1,3,pixelate,1,0.9319,0.27027031846046445,0.040727651578187946,0.11125649335384369,0.08721498005954491,0.10546855725947243,0.006099999999999994,0.0423209825797397,0.028201648420714456
C,3,gaussian_blur,3,0.8042,0.7951971699714661,0.12444012743681669,0.3172166630268097,0.21807498544160625,0.2178341967879678,0.014000000000000012,,0.0755862772913748
C,3,glass_blur,3,0.6027,1.8126854965209962,0.26378370093107223,0.6372702661514282,0.39537686193893895,0.3926322440075164,0.026100000000000012,,0.0769325937617379
A,4,gaussian_blur,2,0.8881,0.42765244092941285,0.06550636391490698,0.1787264145851135,0.14063342267787665,0.14063342267787665,,,
C,3,brightness,2,0.9468,0.21150866966247558,0.03043822279572487,0.08581768436431884,0.07307614749779168,0.07394150951417104,0.0042999999999999705,,0.06949299075855357
D1,1,elastic_transform,4,0.8071,0.7820763871192932,0.12638557240962983,0.31061810541152957,0.20298756766195,0.2563027039823355,0.019100000000000006,0.1016802871941858,0.06328774246676053
C,2,snow,5,0.7662,0.9873445461273194,0.14591282154917717,0.3745586169719696,0.2640396167989413,0.26478945043459245,0.015800000000000036,,0.07330000955176716
A,5,brightness,3,0.9452,0.21819258580207826,0.029795320191979408,0.08943948533535004,0.08099035975141741,0.08099035975141741,,,
A,4,elastic_transform,4,0.8014,0.8060228356838226,0.11613914446532726,0.318745698261261,0.24975578780072974,0.24975578780072974,,,
A,4,zoom_blur,2,0.8593,0.5413385495185852,0.07992366697043181,0.22290274286270143,0.18401123190918006,0.18401123190918006,,,
A,2,defocus_blur,4,0.8175,0.7202886191368103,0.10985863682627678,0.2917510089874268,0.22065117758100386,0.22065117758100386,,,
A,4,pixelate,3,0.8392,0.6453289376258851,0.0945788965895772,0.25386997585296633,0.20031749862209108,0.20031749862209108,,,
D1,5,defocus_blur,1,0.9531,0.19241684894561767,0.027092351734638215,0.07731370854377746,0.06454749291943007,0.07038397419304529,0.0026000000000000467,0.0293257971909877,0.019194133077584268
D1,5,gaussian_blur,2,0.8952,0.403733770275116,0.06180106398463249,0.16609444270133972,0.13010790384367574,0.14112651528599382,0.008199999999999985,0.05887980241339149,0.0405837883319412
A,5,saturate,3,0.9494,0.19708642951846123,0.028188519471883774,0.08244268842344173,0.07329693173959094,0.07329693173959094,,,
A,1,frost,2,0.8585,0.5696626997947692,0.08560608645677567,0.22564994440078737,0.17414742284188978,0.17414742284188978,,,
A,5,impulse_noise,4,0.3499,3.236070557022095,0.4472584447205067,1.0436224899291993,0.5897875246456883,0.5897875246456883,,,
C,2,brightness,4,0.9353,0.25008132038116454,0.03745387970805168,0.1036670419216156,0.08733142021525418,0.08836676006493799,0.005299999999999971,,0.0690540005679846
C,5,jpeg_compression,3,0.7857,0.8706090166091919,0.1334904802441597,0.33995839323997495,0.24345973675539717,0.24398346937159077,0.013000000000000012,,0.07484918735524604
D1,5,saturate,2,0.9079,0.36517726049423216,0.055280654811859134,0.14832318670749664,0.11449522541471233,0.12721250108352106,0.007499999999999951,0.052432496061835754,0.03442636638863342
D1,1,spatter,4,0.8582,0.6026839905738831,0.09617526090443135,0.23590839138031006,0.14008446672669742,0.1761931546739772,0.013700000000000045,0.07004096946657665,0.04059338000138841
A,2,jpeg_compression,3,0.7993,0.7914307331085205,0.11941585103571414,0.31828116731643674,0.25045464997597444,0.25045464997597444,,,
C,5,frost,3,0.7747,0.9583704122543335,0.1413262309446931,0.3608993597984314,0.2534405184440839,0.254788833021,0.014599999999999946,,0.07441095893297078
A,1,shot_noise,4,0.4459,2.812622127151489,0.40657671794742345,0.9161201219558716,0.42958899938523537,0.42958899938523537,,,
C,2,elastic_transform,5,0.7553,0.9542368635177613,0.14120706964731217,0.38156382312774656,0.3116640642712649,0.3126356063485553,0.022499999999999964,,0.07538984910381798
D1,4,elastic_transform,4,0.8057,0.7857555725097656,0.12233235298246145,0.31047689175605775,0.2165597956907819,0.2521518574195827,0.020499999999999963,0.1030082588102489,0.05725485534182908
C,2,impulse_noise,1,0.8335,0.6939501225471496,0.10474607116281986,0.27036330347061155,0.19332466753479094,0.19259780408459773,0.010399999999999965,,0.0713752837557316
A,3,spatter,1,0.9186,0.3205139361858368,0.046683038032054903,0.13110876722335815,0.11056366262895607,0.11056366262895607,,,
A,2,zoom_blur,5,0.6563,1.446395094871521,0.21774210762083532,0.5460317859649658,0.37921708952088956,0.37921708952088956,,,
C,3,elastic_transform,2,0.9094,0.36919642496109006,0.0524310254573822,0.14909647688865663,0.11971837679519667,0.12159914156749728,0.008199999999999985,,0.07177957349973231
D1,4,defocus_blur,3,0.891,0.41805680265426637,0.06653211137950421,0.17217277765274047,0.12800750250230777,0.14700073620729964,0.010499999999999954,0.06036246307870897,0.03417561143291165
A,4,zoom_blur,5,0.6384,1.544501515197754,0.2304723060131073,0.5771768647193909,0.3879100052829628,0.3879100052829628,,,
D1,2,fog,3,0.9202,0.3163896897315979,0.050438312610983846,0.12948653068542482,0.0913606368167937,0.11089281864841469,0.006900000000000017,0.04448698830322586,0.02835997590854424
A,3,gaussian_blur,5,0.3394,3.0131832389831543,0.43065261446386577,1.0324275939941405,0.6648056700329995,0.6648056700329995,,,
C,2,spatter,2,0.872,0.5248549128532409,0.07595135238617659,0.20734387850761413,0.16300005053585045,0.1627776433415711,0.010099999999999998,,0.07108568481543226
C,1,impulse_noise,5,0.2554,3.8068096130371094,0.5347372308641672,1.2053593349456788,0.611105835696205,0.6190012953902478,0.029900000000000038,,0.07703995755289407
C,3,contrast,4,0.7631,0.9902322254180909,0.15238612024188042,0.38266952805519105,0.2593501024711644,0.2576837375837553,0.016100000000000003,,0.0765377704407273
C,1,spatter,4,0.8476,0.6538800160884857,0.09646196157336236,0.251781950712204,0.17522169231318985,0.17357498627728202,0.0131,,0.07337582874085248
D1,5,gaussian_blur,5,0.4217,2.685703773498535,0.3809800238832831,0.9178240453720092,0.5737086316346307,0.651290560974041,0.06220000000000003,0.26524049197293936,0.18496724177020907
D1,5,spatter,5,0.7684,1.046238919687271,0.15418590320944786,0.3822271953225136,0.23140977902770973,0.2557556645182456,0.02070000000000005,0.1055570054315877,0.0520194426158227
C,5,spatter,5,0.7684,1.0639959460735322,0.154153440874815,0.38784105229377747,0.23774118801499136,0.23368248951447895,0.015700000000000047,,0.07332016813930463
D1,4,motion_blur,2,0.8462,0.6259035626411438,0.09666627447456122,0.24996603507995604,0.1704227097848314,0.19864988361608701,0.013700000000000045,0.08115477851275259,0.045615144477212245
A,5,gaussian_blur,3,0.7864,0.869128731918335,0.13091349256634713,0.342213827419281,0.2478537775030214,0.2478537775030214,,,
D1,4,snow,3,0.8421,0.6527774323940277,0.09917064900100231,0.2553708146572113,0.17854661353079138,0.21221001084258898,0.017900000000000027,0.08588854289626761,0.04641615077209633
A,3,zoom_blur,1,0.8798,0.459683231306076,0.06791782382577657,0.18869239444732666,0.15907282380943943,0.15907282380943943,,,
D1,2,gaussian_blur,5,0.3409,3.4331075065612793,0.5235466225400567,1.1287940000534058,0.4035786246322794,0.5078858164797013,0.043300000000000005,0.20049474422942828,0.12493694563887074
A,4,fog,5,0.7346,1.1165715669631957,0.16782057397216557,0.42421687507629396,0.2917030334480893,0.2917030334480893,,,
A,1,pixelate,2,0.8712,0.5214813513755798,0.0753727372020483,0.20391945040225984,0.16505031466959627,0.16505031466959627,,,
A,3,pixelate,4,0.6305,1.7744500822067262,0.26137738623321055,0.6071453073501587,0.31976089911923045,0.31976089911923045,,,
A,1,shot_noise,3,0.5381,2.245840844154358,0.3308845599368215,0.7618117190361023,0.38675829737153256,0.38675829737153256,,,
D1,3,spatter,3,0.8232,0.7188707783699035,0.11174601852297783,0.28156196255683896,0.1948827764534042,0.2399452705222764,0.02080000000000004,0.09550296024736891,0.05977656309771368
D1,1,contrast,3,0.8781,0.48890237274169923,0.0744036131605506,0.19748134331703185,0.14405495171140356,0.1805377244698553,0.012599999999999945,0.07174472244383238,0.04446809632961207
D1,5,snow,2,0.8104,0.7771356714248657,0.11839626433253288,0.30166602568626405,0.21322610678129714,0.2359012162154977,0.016000000000000014,0.09733125447230122,0.05541278496828378
D1,1,motion_blur,1,0.9138,0.3326052604675293,0.05243554015159607,0.13845791227817536,0.10603736931659077,0.130392718393814,0.007600000000000051,0.052220276272546474,0.03281306345751924
A,2,frost,1,0.9181,0.3204901432991028,0.043855035841464995,0.13081314573287964,0.11999182905021007,0.11999182905021007,,,
C,1,elastic_transform,1,0.9073,0.35099090404510497,0.051972772279381754,0.1466977560043335,0.12957773237760994,0.12971785582896847,0.007900000000000018,,0.07309588071973211
D1,4,zoom_blur,5,0.6403,1.5544659799575806,0.23799305811971427,0.5754370784759522,0.35920376081576105,0.4219482910927152,0.037900000000000045,0.17159541036907466,0.09523547309933751
D1,3,saturate,5,0.8909,0.4358872539520264,0.06775194110870361,0.17661313326358796,0.12706165020063054,0.15489482364039286,0.01200000000000001,0.06189013477355426,0.0402518160414398
D1,4,glass_blur,4,0.5164,2.1953329280853273,0.3243721895545721,0.7729102098464966,0.46668589875850014,0.5801776196605526,0.07479999999999998,0.23042579271350694,0.114449079853358
C,3,snow,5,0.7718,0.9856374139785766,0.14755106295049192,0.368385191822052,0.24428201985940687,0.24517628831085167,0.013700000000000045,,0.07405472983608032
A,5,pixelate,1,0.9331,0.2567892747282982,0.03492284676581621,0.10723782858848571,0.1001160893223394,0.1001160893223394,,,
D1,4,gaussian_noise,2,0.6563,1.540530704689026,0.23446686786413193,0.5610241786956787,0.322933644981368,0.3852610238782596,0.038900000000000046,0.1558111265124826,0.08520198086571705
A,2,snow,5,0.7838,0.8882951641082764,0.13243541651070118,0.34633818054199217,0.2545665456752933,0.2545665456752933,,,
A,3,motion_blur,1,0.9061,0.37388661127090456,0.05581477881669998,0.15197688026428222,0.11951298978623527,0.11951298978623527,,,
A,5,elastic_transform,2,0.9065,0.36547173538208005,0.05231827773153782,0.14967532572746278,0.12773177983133646,0.12773177983133646,,,
D1,2,elastic_transform,1,0.9039,0.37094989137649537,0.05888822669386864,0.15473227496147154,0.11308598077136557,0.13636144585003493,0.00880000000000003,0.054854386430885645,0.03512218093333347
C,3,impulse_noise,1,0.8294,0.7264779096603393,0.10788347330093384,0.27574613301754,0.18967790657129954,0.18931208625185827,0.012800000000000034,,0.07231072103358581
D1,5,glass_blur,4,0.4794,2.396996780014038,0.3498970663666725,0.831216833114624,0.499633411664897,0.5515835640167206,0.03810000000000002,0.22702270939867109,0.09978741162991007
D1,1,gaussian_noise,4,0.3103,3.9867798881530763,0.5696394427478313,1.2108950147628783,0.34653259167093786,0.4352395155448874,0.02980000000000005,0.17289191245689775,0.09934613811599924
A,2,motion_blur,1,0.9127,0.33350262970924377,0.04968590320050716,0.13925607354640962,0.11835970393893658,0.11835970393893658,,,
D1,1,jpeg_compression,3,0.793,0.8541796552658081,0.13355021064132452,0.33709284563064573,0.2206439218196785,0.28404377763068767,0.02070000000000005,0.11171927530323932,0.06782024490427603
C,2,impulse_noise,4,0.3547,2.8722784301757813,0.41056154709905385,0.9925620309829712,0.6851664739404688,0.6806473414805019,0.03920000000000001,,0.07893866759691288
C,2,elastic_transform,1,0.9059,0.3633726962924004,0.05522085125744343,0.15034615240097046,0.12245132826864137,0.12313042231242288,0.007900000000000018,,0.07041819092825025
A,1,glass_blur,1,0.5781,1.8470290161132812,0.26975663794875143,0.6705626340866089,0.4490734398367465,0.4490734398367465,,,
D1,2,defocus_blur,4,0.7934,0.8646920618057251,0.13977664417177438,0.34013389282226564,0.20002148725416047,0.2422268594226218,0.01859999999999995,0.09755427811395735,0.06283658613727726
C,1,zoom_blur,4,0.7491,0.9939213788032532,0.14761399472802877,0.3986734731674194,0.31562954651619074,0.3133514065663272,0.022399999999999975,,0.079055696507651
D1,4,glass_blur,2,0.625,1.6532871799468993,0.24669760919064285,0.5996095485687256,0.37789964375253765,0.4674618462495913,0.05389999999999995,0.18625923935946195,0.09643441202031973
A,5,motion_blur,3,0.75,1.0428202457427977,0.15784957686513662,0.40181985359191896,0.2776098200186563,0.2776098200186563,,,
A,5,saturate,1,0.9352,0.25619282603263854,0.035649162544310095,0.10501703574657441,0.0928806162721099,0.0928806162721099,,,
